Timestamp,Speed,Sensing
166.1547,7.571225,23.70124
167.1578,7.566681,23.7558
168.1665,7.566681,23.7558
169.1721,7.545532,23.87734
170.1764,7.604858,24.09484
171.1785,7.523902,23.92261
172.1789,7.523902,23.92261
173.1855,7.540946,23.76488
174.1953,7.540946,23.76488
175.1968,7.540946,23.76488
176.2067,7.595677,23.76279
177.2119,7.595677,23.76279
178.2208,7.566794,23.62872
179.2284,7.566794,23.62872
180.2412,7.571112,23.57295
181.2429,7.571112,23.57295
182.2449,7.554374,23.33246
183.2509,7.60313,23.18742
184.2616,7.605061,23.1451
185.272,7.605061,23.1451
186.2789,7.585734,23.09016
187.2815,7.585734,23.09016
188.2835,7.633826,23.09213
189.2971,7.602129,22.96478
190.3073,7.613748,23.14963
191.3162,7.647026,23.11973
192.3192,7.647026,23.11973
193.3283,7.647026,23.11973
194.3359,7.647026,23.11973
195.3367,7.629331,23.24354
196.3411,7.629331,23.24354
197.3519,7.650586,23.14602
198.3545,7.650586,23.14602
199.3621,7.650586,23.14602
200.3733,7.67782,23.19605
201.3804,7.735735,23.23271
202.3894,7.725983,23.08023
203.3905,7.745637,22.84096
204.3966,7.785204,22.83032
205.3974,7.754583,22.91688
206.404,7.763938,22.97007
207.4155,7.7853,22.76024
208.4195,7.734433,22.82165
209.4235,7.734433,22.82165
210.4308,7.734433,22.82165
211.4326,7.631059,22.64328
212.4371,7.631059,22.64328
213.4464,7.631059,22.64328
214.4518,7.590984,22.73483
215.4587,7.590984,22.73483
216.4679,7.590984,22.73483
217.477,7.590984,22.73483
218.4822,7.603461,22.35059
219.4843,7.608841,22.32078
220.4895,7.632906,22.45903
221.4952,7.632906,22.45903
222.4997,7.632906,22.45903
223.5027,7.632906,22.45903
224.5076,7.632906,22.45903
225.5083,7.632906,22.45903
226.5137,7.649902,22.43239
227.5164,7.649902,22.43239
228.5197,7.628641,22.39909
229.5294,7.628641,22.39909
230.5371,7.636285,22.37926
231.5402,7.708669,22.49963
232.5406,7.703778,22.42938
233.5461,7.703778,22.42938
234.5524,7.631927,22.61021
235.5622,7.59563,22.40599
236.567,7.600743,22.33091
237.5711,7.657691,22.36865
238.5751,7.647022,22.56523
239.5853,7.613949,22.63802
240.5898,7.613949,22.63802
241.6004,7.613949,22.63802
242.6144,7.63024,22.84337
243.6234,7.584686,22.95103
244.629,7.584686,22.95103
245.6391,7.552973,22.92181
246.6632,7.552973,22.92181
247.6663,7.552973,22.92181
248.6734,7.552973,22.92181
249.6857,7.552973,22.92181
250.6953,7.55362,22.90772
251.7031,7.501686,22.82183
252.7166,7.501686,22.82183
253.7227,7.452855,22.95425
254.7352,7.492676,22.95462
255.7384,7.492676,22.95462
256.749,7.477925,22.90011
257.7534,7.423997,23.22212
258.7539,7.425577,23.17763
259.7565,7.425577,23.17763
260.7588,7.377514,23.18907
261.7707,7.357949,23.08676
262.7752,7.360643,23.2489
263.7787,7.325897,23.37926
264.7805,7.272641,23.40245
265.7939,7.272641,23.40245
266.8018,7.272641,23.40245
267.8098,7.272641,23.40245
268.8144,7.314244,23.51766
269.8381,7.314244,23.51766
270.8495,7.277297,23.40957
271.8628,7.277297,23.40957
272.87,7.277297,23.40957
273.8822,7.244178,23.6987
274.888,7.244178,23.6987
275.8925,7.244178,23.6987
276.9019,7.226752,23.68999
277.9105,7.173659,23.55258
278.9127,7.20411,23.64924
279.9215,7.218141,23.51993
280.9248,7.218141,23.51993
281.9391,7.245032,23.51023
282.946,7.245032,23.51023
283.9474,7.253261,23.33941
284.9666,7.291712,23.47587
285.9783,7.269113,23.58677
286.9817,7.201984,23.58505
287.99,7.201984,23.58505
288.9978,7.242408,23.78693
290.0032,7.242408,23.78693
291.0074,7.242408,23.78693
292.0194,7.418064,24.18191
293.0241,7.520384,24.39422
294.0338,7.520384,24.39422
295.0367,7.520384,24.39422
296.0435,7.479995,24.33748
297.046,7.479995,24.33748
298.0599,7.479995,24.33748
299.0706,7.499207,24.18235
300.0805,7.559531,24.15646
301.0844,7.503518,24.01416
302.0913,7.58541,24.18564
303.0918,7.58541,24.18564
304.1058,7.58541,24.18564
305.1129,7.668096,24.10047
306.1223,7.668096,24.10047
307.1314,7.668096,24.10047
308.1403,7.668096,24.10047
309.1428,7.700415,24.05505
310.154,7.62663,24.09484
311.1673,7.62663,24.09484
312.1771,7.62663,24.09484
313.186,7.602785,24.35294
314.1927,7.613842,24.25856
315.1958,7.613842,24.25856
316.1967,7.613842,24.25856
317.2079,7.613842,24.25856
318.2117,7.613842,24.25856
319.219,7.599345,24.52482
320.2217,7.599345,24.52482
321.2325,7.723862,23.96817
322.2381,7.765961,24.15502
323.2423,7.765961,24.15502
324.2548,7.765961,24.15502
325.2663,7.706048,24.19439
326.2748,7.706048,24.19439
327.2844,7.782934,23.76258
328.2898,7.881112,23.97111
329.2925,7.944839,23.88887
330.2961,7.944839,23.88887
331.3022,7.944839,23.88887
332.3052,7.944839,23.88887
333.3077,8.017674,23.54806
334.3123,8.017674,23.54806
335.332,8.017674,23.54806
336.3387,8.017674,23.54806
337.353,8.017674,23.54806
338.3543,8.017674,23.54806
339.3546,8.013385,23.33003
340.3587,8.013385,23.33003
341.3637,8.013385,23.33003
342.3708,7.969934,23.19589
343.3766,7.969934,23.19589
344.3804,7.969934,23.19589
345.3862,7.969934,23.19589
346.3887,7.85526,22.90041
347.403,7.81411,22.98866
348.4081,7.81411,22.98866
349.4214,7.81411,22.98866
350.4258,7.81411,22.98866
351.4272,7.81411,22.98866
352.4413,7.81411,22.98866
353.4461,7.81411,22.98866
354.4524,7.850673,22.57091
355.4591,7.850673,22.57091
356.4695,7.909193,22.22741
357.4753,7.922095,22.1779
358.4828,7.922095,22.1779
359.4844,7.930634,22.37486
360.4931,7.968707,22.26181
361.4983,7.968707,22.26181
362.5033,7.968707,22.26181
363.5065,7.968707,22.26181
364.5115,7.968707,22.26181
365.5144,7.933387,22.02344
366.5211,7.970064,21.90912
367.5246,7.970064,21.90912
368.5291,8.023808,21.77166
369.5364,7.985337,22.10001
370.5584,7.891642,21.87933
371.5631,7.820683,22.08637
372.5697,7.820683,22.08637
373.575,7.820683,22.08637
374.5828,7.820683,22.08637
375.5924,7.820683,22.08637
376.5981,7.885167,22.3259
377.6038,7.885167,22.3259
378.6089,7.885167,22.3259
379.6116,7.885167,22.3259
380.6122,7.885167,22.3259
381.617,7.885167,22.3259
382.621,7.885167,22.3259
383.6223,7.894835,22.56577
384.6258,7.894835,22.56577
385.6337,7.980411,22.47189
386.6413,7.893859,22.66443
387.6435,7.818146,23.07327
388.6445,7.818146,23.07327
389.6597,7.818146,23.07327
390.6618,7.818146,23.07327
391.6743,7.818146,23.07327
392.6767,7.818146,23.07327
393.6831,7.818146,23.07327
394.6865,7.818146,23.07327
395.691,7.818146,23.07327
396.6942,7.818146,23.07327
397.6989,7.818146,23.07327
398.7039,7.818146,23.07327
399.705,7.770474,23.52203
400.7052,7.770474,23.52203
401.7096,7.770474,23.52203
402.712,7.746022,23.53803
403.7208,7.643887,23.91739
404.7237,7.668185,24.37742
405.7264,7.668185,24.37742
406.7306,7.561731,25.26981
407.7347,7.561731,25.26981
408.7387,7.561731,25.26981
409.7408,7.561731,25.26981
410.7427,7.656621,25.30176
411.7588,7.656621,25.30176
412.7629,7.656621,25.30176
413.7661,7.656621,25.30176
414.7733,7.619102,25.85653
415.7791,7.619102,25.85653
416.7828,7.769952,26.40725
417.7846,7.769952,26.40725
418.7896,7.769952,26.40725
419.7947,7.769952,26.40725
420.796,7.759351,26.4728
421.8012,7.759351,26.4728
422.8253,7.759351,26.4728
423.8289,7.759351,26.4728
424.8337,7.759351,26.4728
425.838,7.759351,26.4728
426.8415,7.759351,26.4728
427.8445,7.759351,26.4728
428.8504,7.759351,26.4728
429.8579,7.759351,26.4728
430.8602,7.87092,25.83943
431.8632,7.87092,25.83943
432.8664,7.87092,25.83943
433.877,7.905108,26.00267
434.8803,7.905108,26.00267
435.8928,7.905108,26.00267
436.8965,7.789656,26.07075
437.9043,7.789656,26.07075
438.9097,7.789656,26.07075
439.9167,7.680907,26.03364
440.9256,7.785341,26.47339
441.9468,7.785341,26.47339
442.954,7.785341,26.47339
443.9588,7.740066,26.61876
444.9599,7.740066,26.61876
445.9601,7.740066,26.61876
446.9699,7.740066,26.61876
447.9717,7.620093,26.71734
448.9779,7.581923,26.66608
449.9838,7.581923,26.66608
450.9844,7.513096,27.1371
451.9883,7.513096,27.1371
452.9905,7.513096,27.1371
453.9986,7.513096,27.1371
454.9986,7.513096,27.1371
455.9993,7.513096,27.1371
